-4.1232	-0.69871	-6.2084	-1.5083	-5.6781	-6.8987	4.101	0.76709	1.5293	-1.4319	-7.1231	8.4197	-5.8213	-2.8319	1.6329	-6.235	0.092314	-2.9079	-7.2096	-6.9751	0.78334	-0.35381	-6.0272	8.4671	7.2883	-2.8433	-8.3704	5.7352	-6.743	-3.3603
-7.5228	-2.8251	-0.57532	-0.35188	-1.7434	-2.7286	3.45	-7.4875	-6.1811	3.0535	-6.2174	1.356	-9.6126	-0.48964	-6.235	0.091986	-3.0746	10.714	-1.7092	-9.4138	-6.4205	-6.7721	-2.2384	-5.016	-0.25859	1.0136	-9.2008	-1.0164	-8.5173	-3.3664
-8.9105	-5.9323	-5.4873	-6.9312	-6.5178	-7.9187	4.7647	-2.7124	6.4381	-7.8631	-4.8159	-3.2175	-9.1396	-0.046411	0.092314	-3.0746	1.0118	3.7392	6.3306	-5.9034	1.9654	-6.3733	-6.2899	-0.34401	10.943	7.6221	2.8387	6.0171	-3.4864	5.2026
-4.0587	-6.1567	-5.1597	-6.3881	8.2608	6.0615	3.7481	0.22768	-2.1352	-7.9277	-4.0064	-8.6284	10.005	2.2505	-2.9079	10.714	3.7392	1.5494	10.047	-7.437	8.6163	-5.8602	1.8859	-6.8601	-6.9581	1.4658	-5.8686	0.63673	9.203	-4.3956
0.63673	-2.5821	-2.8055	-3.6141	1.0414	-1.5626	-3.6857	-0.303	7.8091	-1.3146	10.403	-4.888	3.4887	-4.9129	-7.2096	-1.7092	6.3306	10.047	1.2174	1.437	-5.4203	8.7425	-3.6136	7.1826	-4.987	3.3423	1.1343	-6.4983	-5.6198	-3.7988
-1.9974	0.57499	-2.078	-2.1147	0.38459	-1.2588	-8.713	-3.2166	-2.1594	-0.59247	0.34709	4.7889	10.197	-2.8372	-6.9751	-9.4138	-5.9034	-7.437	1.437	0.29658	-0.97024	-9.0543	8.5161	3.7375	-0.51276	0.59837	-2.6456	-9.4084	-9.2976	-9.4903
-8.2684	-5.1732	4.8458	-2.6401	-6.4417	-2.4046	-9.169	0.65263	-7.4375	-0.39384	-4.9227	3.9463	-8.3895	-5.3064	0.78334	-6.4205	1.9654	8.6163	-5.4203	-0.97024	0.51492	0.47502	-3.827	-7.0465	0.7454	-8.2788	-1.4815	-4.9935	-5.6095	-2.8738
-0.057814	1.4439	0.16088	11.039	8.9265	3.7887	-8.7608	-2.6185	1.4532	-6.6676	-4.5371	-8.0439	-6.2789	-3.5442	-0.35381	-6.7721	-6.3733	-5.8602	8.7425	-9.0543	0.47502	1.3574	-0.55945	-3.2951	-8.5308	7.7664	-0.56956	-2.5748	-7.9884	2.2244
-9.2057	-1.2113	1.9484	1.8494	7.2675	-7.218	6.7123	-0.090387	1.513	-1.3759	0.66172	-5.1723	-3.3637	-8.4884	-6.0272	-2.2384	-6.2899	1.8859	-3.6136	8.5161	-3.827	-0.55945	0.40798	-7.0817	6.6818	2.7727	-2.9445	-6.0446	5.1488	-5.3741
0.29753	-6.9069	-8.055	-2.7393	-2.8395	-8.2174	-1.2318	-3.254	0.85346	-2.4983	-5.2044	0.40014	-3.0058	-5.2488	8.4671	-5.016	-0.34401	-6.8601	7.1826	3.7375	-7.0465	-3.2951	-7.0817	1.1247	-1.0946	0.45741	-6.5191	-8.9771	-3.679	7.7881
-0.023925	10.342	-5.2693	-4.5713	7.1034	-5.9509	1.4465	-5.4052	10.894	-1.6797	-1.2053	8.0765	-4.1362	-7.0828	7.2883	-0.25859	10.943	-6.9581	-4.987	-0.51276	0.7454	-8.5308	6.6818	-1.0946	1.4992	-8.3315	-0.48435	2.79	-2.6944	-1.0316
-3.6579	1.214	-2.2111	-5.918	-8.6851	-0.61884	-3.2421	-5.6475	-0.8845	-7.569	-3.1363	-2.4444	-0.92274	-1.9374	-2.8433	1.0136	7.6221	1.4658	3.3423	0.59837	-8.2788	7.7664	2.7727	0.45741	-8.3315	0.63097	0.40993	-7.4007	-2.9622	7.5149
-3.1487	-6.2408	-5.3901	-0.67064	8.8925	0.46512	-2.4457	-7.3511	7.0489	9.8237	-0.25884	-6.2673	-0.32985	-1.8845	-8.3704	-9.2008	2.8387	-5.8686	1.1343	-2.6456	-1.4815	-0.56956	-2.9445	-6.5191	-0.48435	0.40993	0.6867	-8.4189	-6.8055	-8.8116
-0.97109	10.49	-4.9723	-6.4256	-1.9832	-3.2341	-2.994	-6.8782	0.18069	0.44052	-1.0565	-3.0416	-5.8834	-3.7605	5.7352	-1.0164	6.0171	0.63673	-6.4983	-9.4084	-4.9935	-2.5748	-6.0446	-8.9771	2.79	-7.4007	-8.4189	0.74834	-2.3858	0.39815
2.5585	-0.30849	0.082726	-5.1686	-0.0061281	0.75639	6.9799	-5.2829	-0.42619	0.95245	-0.71699	-9.0524	-2.8472	-6.218	-6.743	-8.5173	-3.4864	9.203	-5.6198	-9.2976	-5.6095	-7.9884	5.1488	-3.679	-2.6944	-2.9622	-6.8055	-2.3858	0.25831	-4.1833
-8.1944	-1.588	-3.6188	-2.5871	-4.3937	-1.0433	5.2893	-8.015	-7.3276	-5.5299	-5.366	-1.6889	-2.3404	9.2822	-3.3603	-3.3664	5.2026	-4.3956	-3.7988	-9.4903	-2.8738	2.2244	-5.3741	7.7881	-1.0316	7.5149	-8.8116	0.39815	-4.1833	0.13105
